Product Id (Don't Modify),Product Name,Added on (D-dd/mm/YY HH:MM:SS),Barcode (applicable only if variable combinations not used),Product Id,Model,Short Description,Product Keywords (will be used while searching for products in website),Is Hidden? (Y/N),Cost Price,Web Price,Weight,Reorder Quantity,Extra Shipping Cost,Bonus Points,"Discount Type ('%' for %,'Value' for Discount Value,'Exact' for Exact Discount Price)",Discount (value in this field depends on the Discount Type),Apply Tax? (Y/N),Variable Stock Allowed? (Y/N) (Dont't Modify),Fixed Web Stock (applicable only if Variable Stock Allowed is 'N'),Preorder Allowed? (Y/N),Maximum number of times preorder will be allowed? (applicable only if Preorder is Y),In Stock Date (applicable only if preorder is Y)  (D-dd/mm/YY),Product Deposit %,Product deposit message (will be considered only if Product deposit is >0),Activate Buy link (Y/N),Activate Enquire link (Y/N),Heading to be shown for size chart (applicable only if size chart is managed),Show Variable in new row in product details page? (Y / N),Allow Stock Notification?,Hide Product when out of stock?,Allow ordering even if out of stock (Y/N)?,Allow free Delivery? (Y/N),Caption to be displayed for Qty,"Qty type (Normal,Dropdown)","Value to be displayed in dropdown box. Seperate using comma (,) (applicable only if qty type is Dropdown",Prefix to be used for Qty (applicable only if Qty type is Drop down box),Suffix to be used for Qty (applicable only if Qty type is Drop down box),Prefix for Normal price,Suffix for Normal price,Prefix for From price,Suffix for From price,Prefix for Special offer price,Suffix for Special offer price,Prefix for Discount,Suffix for Discount,Prefix for You Save Price,Suffix for You Save Price,Caption for No Price,Show Price Promise button in details page? (Y/N),Show Sale Icon (Y/N),Caption for sale icon (applicable only if Sale icon is Y),Show New Icon (Y/N),Caption for new icon (applicable only if New icon is Y),Variable Combination Image Allowed (Don't Modify),Unique Ids of Images from Image gallery. Seperate Id's using '=>' (applicable only if Variable Combination Image is 'N'. Already assigned Images which are not specified in this column will be unassigned automatically before saving the current id's,Variable Combination Price Allowed (Don't Modify),Allow Bulk Discount (Y/N),"Format (Qty1=>Price1,Qty2=>Price2) (applicable only if Variable combination price allowed is 'N')"
P-395138,Caffe Prima Landscape Counter Display,D-06/04/2009 08:05:52,5060181190706,SPILT BEANS,,Caffe Prima Landscape Counter Display,"Caffe Prima Landscape Counter Display
Caffe Prima
Counter Display
Display board
landscape display",N,0.00,1.49,0.00,0,0.00,1,%,0.00,Y,N,2147483607,N,0,D-00/00/0000,0.00,,Y,N,,N,Y,N,N,N,Buy More & Save...,Normal,,,,,,,,,,,,,,Call For Pricing - 0800 865 4444,Y,N,,N,,N,153808,N,Y,"3=>1.25,5=>1.00"
P-536972,Caffe Prima Lapsang Souchong Loose Leaf Tea,D-09/10/2014 13:29:28,,,,Caffe Prima Lapsang Souchong Loose Leaf Tea,"Caffe Prima Lapsang Souchong Loose Leaf Tea
loose tea
loose leaf tea
tea leafs
tea leaves
souchong tea",N,0.00,10.49,0.00,0,0.00,10,%,0.00,N,N,4999,N,0,D-00/00/0000,0.00,,Y,N,,N,N,N,N,N,,Normal,,,,,,,,,,,,,,,N,N,,N,,N,321342,N,N,
P-511184,Caffe Prima Lemon Shortbread Cookies,D-04/03/2011 15:48:01,5060181190691,,,Caffe Prima Lemon Shortbread Cookies,"Caffe Prima Cookies
short bread cookies
Lemon cookies
Caffe Prima shortbread
Caffe Prima
Caffe Prima lemon cookies
Cookies",N,0.00,3.49,0.00,0,0.00,3,%,0.00,N,N,499664,N,0,D-00/00/0000,0.00,,Y,N,,N,Y,N,N,N,Buy More & Save...,Normal,,,,,,,,,,,,,,,Y,N,PROMO FLAVOUR OF THE SEASON,N,,N,276798,N,Y,"4=>3.45,8=>3.40,12=>3.35,18=>3.29,24=>3.25,48=>3.20,60=>3.15,96=>3.10,120=>2.99"
P-536965,Caffe Prima Loose Green Tea,D-09/10/2014 12:47:01,,,,Caffe Prima Loose Green Tea,"Caffe Prima Loose Green Tea
loose tea
tea leaves
tea leafs
green tea
loose tea",N,0.00,10.49,0.00,0,0.00,10,%,0.00,N,N,4997,N,0,D-00/00/0000,0.00,,Y,N,,N,N,N,N,N,,Normal,,,,,,,,,,,,,,,Y,Y,BEST SELLER,N,,N,321342,N,N,
P-460226,Caffe Prima Mayfair Cafetiere Sachets,D-06/04/2009 08:05:54,5060181190701,,,Caffe Prima Mayfair Cafetiere Sachets,"filter coffe
ground coffee
perculator coffee
pure coffee
roasted coffee
Mayfair Cafetiere Sachets",N,0.00,19.99,0.00,0,0.00,20,%,0.00,N,N,2147483510,N,0,D-00/00/0000,0.00,,Y,N,,N,Y,N,N,N,Buy More & Save...,Normal,,,,,,,,,,,,,,Call For Pricing - 0800 865 4444,Y,N,,N,,N,29273,N,Y,6=>18.99
P-534970,Caffe Prima Mayfair Coffee Beans 1Kg,D-23/02/2014 18:00:03,,1 Kilo,,Caffe Prima Mayfair Coffee Beans,"filter coffee 
perculator coffee
fresh coffee
roasted coffee
coffee beans
cafeitere coffee
bulk coffee
freshly roasted coffee
Caffe Prima Mayfair Coffee Beans 
Mayfair Coffee Beans",N,0.00,8.40,0.00,0,0.00,8,%,0.00,N,Y,0,N,0,D-00/00/0000,0.00,,Y,N,,N,N,N,N,N,,Normal,,,,,,,,,,,,,,,N,N,,N,,N,51701,N,N,
P-537171,Caffe Prima Mayfair Coffee Beans 4Kg,D-31/10/2014 11:06:54,,4KG Case,,Caffe Prima Mayfair Coffee Beans,"Caffe Prima Mayfair Coffee Beans (4KG Case)
Mayfair coffee beans
caffe prima coffee beans
Caffe Prima espresso beans
mayfair coffee
coffee beans",N,0.00,31.99,0.00,0,0.00,32,%,0.00,N,Y,0,N,0,D-00/00/0000,0.00,,Y,N,,N,N,N,N,N,,Normal,,,,,,,,,,,,,,,N,N,,N,,N,318864,N,N,
P-69799,Caffe Prima Mayfair Coffee Beans 6Kg,D-06/04/2009 08:05:39,5060181190315,6KG,,Caffe Prima Mayfair Coffee Beans,"filter coffee 
perculator coffee
fresh coffee
roasted coffee
coffee beans
cafeitere coffee
Caffe Prima Mayfair Coffee Beans
mayfair coffee beans
freshly roasted coffee",N,0.00,47.50,0.00,0,0.00,48,Value,5.00,N,Y,0,N,0,D-00/00/0000,0.00,,Y,N,,N,Y,N,N,N,,Normal,,,,,,,,,,,,,,Call For Pricing - 0800 865 4444,Y,N,,N,,N,51701,N,N,
P-59103,Caffe Prima Mayfair Filter Coffee Sachets,D-06/04/2009 08:05:32,5060181190702,Garraways,,Caffe Prima Mayfair Filter Coffee Sachets,"filter coffee
perculator coffee
ground coffee
fresh coffee
Caffe Prima Mayfair Filter Coffee Sachets
Mayfair Filter Coffee Sachets",N,0.00,28.99,0.00,0,0.00,29,%,0.00,N,N,2147480675,N,0,D-00/00/0000,0.00,,Y,N,,N,Y,N,N,N,Buy More & Save...,Normal,,,,,,,,,,,,,,Call For Pricing - 0800 865 4444,Y,Y,BEST SELLER,N,,N,29273,N,Y,"3=>26.00,6=>25.00,12=>23.50,24=>21.99,60=>20.00"
P-511190,Caffe Prima Milk Choc Chunk Cookies,D-04/03/2011 16:24:19,5060181190703,,,Caffe Prima Milk Choc Chunk Cookies,"chocolate cookies
Milk Choc Chunk Cookies
Caffe Prima Cookies
Cookies
Caffe Prima Milk Chocolate Chunk Cookies
Caffe Prima 
Milk Choc Chunk Cookies
Milk Chocolate Chunk Cookies",N,0.00,3.49,0.00,0,0.00,3,%,0.00,N,N,499554,N,0,D-00/00/0000,0.00,,Y,N,,N,Y,N,N,N,Buy More & Save...,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,276794,N,Y,"4=>3.45,8=>3.40,12=>3.35,18=>3.29,24=>3.25,48=>3.20,60=>3.15,96=>3.10,120=>2.99"
P-492709,Caffe Prima Milkshake Starter Kit,D-22/08/2010 10:05:38,5060181190706,,,Caffe Prima Milkshake Starter Kit,"milkshake maker
caffe prima milkshake starter kit
caffe prima milkshake starter pack
milkshakes
milkshake mixers
caffe prima shake starter pack
milkshake machine
milkshake makers
Caffe Prima milkshakes Starter Kit
milkshake starter",N,0.00,299.99,0.00,0,0.00,300,Exact,249.99,Y,N,499986,N,0,D-00/00/0000,0.00,,Y,N,,N,Y,N,N,N,,Normal,,,,,,,,,,,,,,Call For Pricing - 0800 865 4444,N,Y,,N,THE COMPLETE PRIMA SHAKE STARTER KIT - EVERYTHING YOU NEED TO SELL GREAT TASTING HEALTHY SHAKES - WITH OVER £300 WORTH OF FREE PRODUCT.,N,260268,N,N,
P-490463,Caffe Prima Milkshakes - Banana,D-08/05/2010 12:56:45,5060181190697,,,Caffe Prima Milkshakes - Banana,"banana shake
banana milkshake
Caffe Prima Milkshake
milkshakes
Caffe Prima Milshakes - Banana


Milkshake
Chocolate
Caffe Prima
Shmoo
Mixes
Mix
Powder
frappe",N,0.00,18.99,0.00,0,0.00,19,Exact,14.99,N,N,499592,N,0,D-00/00/0000,0.00,,Y,N,,N,Y,N,N,N,Buy More & Save...,Normal,,,,,,,,,,,,,,Call For Pricing - 0800 865 4444,Y,N,,N,BRAND NEW THICK MILKSHAKE MIX - MADE USING NATURAL FLAVOURS & COLOURINGS,N,260268,N,Y,"5=>13.99,10=>12.99"
P-490453,Caffe Prima Milkshakes - Chocolate,D-06/05/2010 14:41:43,5060181190698,,,Caffe Prima Milkshakes - Chocolate,"Milkshake
Chocolate
Caffe Prima milkshake
milkshakes
chocolate milkshake
Caffe Prima Milkshakes - Chocolate




Powder
frappe",N,0.00,18.99,0.00,0,0.00,19,Exact,14.99,N,N,499294,N,0,D-00/00/0000,0.00,,Y,N,,N,Y,N,N,N,Buy More & Save...,Normal,,,,,,,,,,,,,,Call For Pricing - 0800 865 4444,Y,N,,N,BRAND NEW THICK MILKSHAKE MIX - MADE USING NATURAL FLAVOURS & COLOURINGS,N,260268,N,Y,"5=>13.99,10=>12.99"
P-490454,Caffe Prima Milkshakes - Strawberry,D-06/05/2010 14:57:53,5060181190691,,,Caffe Prima Milkshakes - Strawberry,"Milkshake
Strawberry
Caffe Prima milkshake
milkshakes
Strawberry milkshake
Caffe Prima Shakes - Strawberry",N,0.00,18.99,0.00,0,0.00,19,Exact,14.99,N,N,499195,N,0,D-00/00/0000,0.00,,Y,N,,N,Y,N,N,N,Buy More & Save...,Normal,,,,,,,,,,,,,,Call For Pricing - 0800 865 4444,Y,N,,N,BRAND NEW THICK MILKSHAKE MIX - MADE USING NATURAL FLAVOURS & COLOURINGS,N,260268,N,Y,"5=>13.99,10=>12.99"
P-490452,Caffe Prima Milkshakes - Vanilla,D-06/05/2010 12:56:25,5060181190691,,,Caffe Prima Milkshakes - Vanilla,"Milkshake
Vanilla
Caffe Prima milkshake
Milkshakes
Vanilla milkshake
Caffe Prima Milkhakes - Vanilla",N,0.00,18.99,0.00,0,0.00,19,Exact,14.99,N,N,499479,N,0,D-00/00/0000,0.00,,Y,N,,N,Y,N,N,N,Buy More & Save...,Normal,,,,,,,,,,,,,,Call For Pricing - 0800 865 4444,Y,N,,N,BRAND NEW THICK MILKSHAKE MIX - MADE USING NATURAL FLAVOURS & COLOURINGS,N,260268,N,Y,"5=>13.99,10=>12.99,20=>9.99"
P-516422,Caffe Prima Milkshakes Mixed Case,D-09/08/2011 18:50:04,5060181190691,,,Caffe Prima Milkshakes Mixed Case,"prima shakes
shakes
milkshake mixes
milkshakes
Caffe Prima Milkhakes Mixed Case 
shakes
thick shakes",N,0.00,96.99,0.00,0,0.00,97,Exact,79.99,N,N,499925,N,0,D-00/00/0000,0.00,,Y,N,,N,Y,N,N,N,Buy More & Save...,Normal,,,,,,,,,,,,,,,Y,N,,N,Great variety pack from Garraways,N,260268,N,Y,"3=>77.50,5=>75.00,10=>70.00"
P-511094,Caffe Prima Mocha Java Coffee Beans 1Kg,D-25/02/2011 13:53:22,5060181190693,1 Kilo,,Caffe Prima Mocha Java Coffee Beans,"roasted coffee beans 
mocha java
caffe prima
coffee beans
coffee
Caffe Prima Mocha Java Coffee Beans
Mocha Java Coffee Beans",N,0.00,9.99,0.00,0,0.00,10,%,0.00,N,Y,0,N,0,D-00/00/0000,0.00,,Y,N,,N,Y,N,N,N,,Normal,,,,,,,,,,,,,,Call For Pricing - 0800 865 4453,Y,N,,N,,N,51701,N,N,
P-537172,Caffe Prima Mocha Java Coffee Beans 4Kg,D-31/10/2014 11:31:20,,4KG Case,,Caffe Prima Mayfair Coffee Beans,"Caffe Prima Mocha Java Coffee Beans (4KG Case)
mocha Java coffee beans
espresso beans case
4 kilo coffee beans 
mocha java coffee 
caffe prima coffee beans",N,0.00,37.99,0.00,0,0.00,38,%,0.00,N,Y,0,N,0,D-00/00/0000,0.00,,Y,N,,N,N,N,N,N,,Normal,,,,,,,,,,,,,,,N,N,,N,,N,318864,N,N,
P-59080,Caffe Prima Mocha Java Coffee Beans 6Kg,D-06/04/2009 08:05:31,5060181190705,6KG,,Caffe Prima Mocha Java Coffee Beans,"coffee beans
fresh coffee beans
espresso beans
gourmet coffee beans
roasted beans
Caffe Prima Java Mocha Coffee Beans 
java mocha
java
mocha
caffe prima coffee beans",N,0.00,49.50,0.00,0,0.00,50,Value,5.00,N,N,2147482115,N,0,D-00/00/0000,0.00,,Y,N,,N,Y,N,N,N,,Normal,,,,,,,,,,,,,,Call For Pricing - 0800 865 4444,Y,N,AS FEATURED IN THE UK COFFEE FESTIVAL 2011,N,AS FEATURED IN THE UK COFFEE FESTIVAL 2011,N,51701,N,N,
P-511188,Caffe Prima Natural Honey & Oats Cookies,D-04/03/2011 16:06:52,5060181190691,,,Caffe Prima Natural Honey & Oats Cookies,"oat cookies
chocolate hand made cookies
cookies hand made
cookie biscuits
Honey and oats
Natural Honey & Oats Cookies
Caffe Prima cookies
cookies
caffe prima oats and honey
caffe prima 
caffe prima natural honey and oats cookies",N,0.00,3.49,0.00,0,0.00,3,%,0.00,N,N,499632,N,0,D-00/00/0000,0.00,,Y,N,,N,Y,N,N,N,Buy More & Save...,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,276799,N,Y,"4=>3.45,8=>3.40,12=>3.35,18=>3.29,24=>3.25,48=>3.20,60=>3.15,96=>3.10,120=>2.99"
P-511096,Caffe Prima Nicaraguan Coffee Beans 1Kg,D-25/02/2011 13:53:22,5060181190695,1 Kilo,,Caffe Prima Nicaraguan Coffee Beans,"1 kilo
coffee
Nicaraguan Coffee
Caffe prima
Caffe Prima Nicaraguan Coffee Beans 
coffee beans
ground coffee",N,0.00,9.99,0.00,0,0.00,10,%,0.00,N,N,499658,N,0,D-00/00/0000,0.00,,Y,N,,N,Y,N,N,N,,Normal,,,,,,,,,,,,,,Call For Pricing - 0800 865 4456,N,N,Black Friday Sale Item!,N,,N,51701,N,N,
P-537173,Caffe Prima Nicaraguan Coffee Beans 4Kg,D-31/10/2014 11:38:32,,4KG Case,,Caffe Prima Nicaraguan Coffee Beans,"Caffe Prima Nicaraguan Coffee Beans (4KG Case)
Nicaraguan Coffee Beans
coffee beans case 
caffe prima coffee beans",N,0.00,37.99,0.00,0,0.00,38,%,0.00,N,Y,0,N,0,D-00/00/0000,0.00,,Y,N,,N,N,N,N,N,,Normal,,,,,,,,,,,,,,,N,N,,N,,N,318864,N,N,
P-489550,Caffe Prima Nicaraguan Coffee Beans 6Kg,D-01/10/2009 18:57:04,5060181190700,6KG,,Caffe Prima Nicaraguan Coffee Beans,"fresh coffee beans
espresso coffee beans
coffee beans
Caffe Prima
Caffe Prima Nicaraguan Coffee Beans 
Nicaraguan Coffee Beans",N,0.00,54.95,0.00,0,0.00,55,%,0.00,N,N,499745,N,0,D-00/00/0000,0.00,,Y,N,,N,Y,N,N,N,,Normal,,,,,,,,,,,,,,Call For Pricing - 0800 865 4444,N,N,,N,,N,51701,N,N,
P-536967,Caffe Prima Peppermint Loose Leaf Tea,D-09/10/2014 12:58:41,,,,Caffe Prima Peppermint Loose Leaf Tea,"Caffe Prima Peppermint Loose Leaf Tea
loose leaf tea
tea leafs
tea leaves
peppermint tea
loose tea",N,0.00,10.49,0.00,0,0.00,10,%,0.00,N,N,4999,N,0,D-00/00/0000,0.00,,Y,N,,N,N,N,N,N,,Normal,,,,,,,,,,,,,,,N,N,,N,,N,321342,N,N,
P-395137,Caffe Prima Portrait Counter Display,D-06/04/2009 08:05:54,5060181190701,SOME LIKE IT HOT,,Caffe Prima A4 Portrait Counter Display - Some Like It Hot,"Caffe Prima Portrait Counter Display
Caffe Prima
Counter Display",N,0.00,1.49,0.00,0,0.00,1,%,0.00,Y,N,2147483575,N,0,D-00/00/0000,0.00,,Y,N,,N,Y,N,N,N,,Normal,,,,,,,,,,,,,,Call For Pricing - 0800 865 4444,Y,N,,N,,N,153805,N,N,
P-62597,Caffe Prima Premium Blend Tea - 1100,D-06/04/2009 08:05:34,5060181190702,Garraways,,Caffe Prima Premium Blend Tea - 1100,"tea bags
catering tea
tea
catering blend tea bags
Caffe Prima tea bags
premium tea
Caffe Prima Premium Blend Tea - 1100
bulk tea bags",N,0.00,12.99,0.00,0,0.00,13,%,0.00,N,N,2147483043,N,0,D-00/00/0000,0.00,,Y,N,,N,Y,N,N,N,,Normal,,,,,,,,,,,,,,Call For Pricing - 0800 865 4444,Y,N,,N,,N,288970,N,N,
P-489522,Caffe Prima Premium Chocolate Blend (Case),D-10/09/2009 19:02:01,5060181190703,,,Caffe Prima Premium Chocolate Blend,"Hot chocolate
Caffe Prima hot chocolate
Caffe Prima vending chocolate
Vending machine chocolate
Vending hot chocolate
Vending machine hot chocolate",N,0.00,39.99,0.00,0,0.00,40,%,0.00,N,N,499556,N,0,D-00/00/0000,0.00,,Y,N,,N,Y,N,N,N,,Normal,,,,,,,,,,,,,,Call For Pricing - 0800 865 4444,Y,N,,N,,N,46941,N,N,
P-401309,Caffe Prima Pure Arabica Coffee Pods,D-06/04/2009 08:05:56,5060181190692,Caffe Prima,1 x 100 Pods,Caffe Prima Pure Arabica Coffee Pods,"Caffe Prima Pure Arabica Coffee Pods
COFFEE PODS
ESE PODS
COFFEE IN A POD
ESE COFFEE PODS
Arabica Coffee Pods",N,0.00,23.49,0.00,0,0.00,23,Exact,0.00,N,N,10,N,0,D-00/00/0000,0.00,,Y,N,,N,Y,N,N,N,Buy More & Save...,Normal,,,,,,,,,,,,,,Call For Pricing - 0800 865 4444,Y,Y,BEST SELLER,N,,N,321618,N,Y,"3=>22.99,5=>21.99,10=>20.00,20=>18.99,50=>17.99,100=>16.00"
P-536968,Caffe Prima Pure Assam Loose Leaf Tea,D-09/10/2014 13:09:02,,,,Caffe Prima Pure Assam Loose Leaf Tea,"Caffe Prima Pure Assam Loose Leaf Tea
loose leaf tea
tea leafs
loose tea
tea leaves",N,0.00,8.69,0.00,0,0.00,9,%,0.00,N,N,4994,N,0,D-00/00/0000,0.00,,Y,N,,N,N,N,N,N,,Normal,,,,,,,,,,,,,,,N,N,,N,,N,321342,N,N,
P-511095,Caffe Prima Pure Colombian Coffee Beans 1Kg,D-25/02/2011 13:53:22,5060181190694,1 Kilo,,Caffe Prima Pure Colombian Coffee Beans,"Caffe Prima Pure Colombian Beans
coffee
Columbian Coffee
Caffe prima
coffee beans
ground coffee",N,0.00,9.49,0.00,0,0.00,9,%,0.00,N,N,499136,N,0,D-00/00/0000,0.00,,Y,N,,N,Y,N,N,N,,Normal,,,,,,,,,,,,,,Call For Pricing - 0800 865 4454,N,N,,N,,N,321621,N,N,
P-537162,Caffe Prima Pure Colombian Coffee Beans 4Kg,D-30/10/2014 16:08:07,,4KG Case,,Caffe Prima Pure Colombian Coffee Beans,"Caffe Prima Pure Colombian Coffee Beans (4KG Case)
colombian coffee
colombian case coffee
caffe prima coffee
coffee beans case",N,0.00,35.99,0.00,0,0.00,36,%,0.00,N,Y,0,N,0,D-00/00/0000,0.00,,Y,N,,N,N,N,N,N,,Normal,,,,,,,,,,,,,,,N,N,,N,,N,318864,N,N,
P-151398,Caffe Prima Pure Colombian Coffee Beans 6Kg,D-06/04/2009 08:05:33,5060181190703,6KG,,Caffe Prima Pure Colombian Coffee Beans,"ground coffee
fresh coffee
perculator coffee
roast coffee
columbian
Colombian Coffee Beans
Caffe Prima Pure Colombian Coffee Beans
filter coffee
Pure Colombian Coffee
Colombian Coffee
Caffe Prima Colombian Coffee Beans",N,0.00,52.49,0.00,0,0.00,52,Exact,0.00,N,Y,0,N,0,D-00/00/0000,0.00,,Y,N,,N,Y,N,N,N,Buy More & Save...,Normal,,,,,,,,,,,,,,Call For Pricing - 0800 865 4444,Y,N,,N,,N,321621,N,Y,"3=>51.49,6=>50.00,12=>47.50,24=>45.00,60=>40.00"
P-536969,Caffe Prima Pure Darjeeling Loose Leaf Tea,D-09/10/2014 13:12:19,,,,Caffe Prima Pure Darjeeling Loose Leaf Tea,"Caffe Prima Pure Darjeeling Loose Leaf Tea
Darjeeling tea
loose leaf tea
tea leaves
tea leafs
loose tea",N,0.00,11.79,0.00,0,0.00,12,%,0.00,N,N,4999,N,0,D-00/00/0000,0.00,,Y,N,,N,N,N,N,N,,Normal,,,,,,,,,,,,,,,N,N,,N,,N,321342,N,N,
P-511097,Caffe Prima Ristretto Coffee Beans 1Kg,D-25/02/2011 13:53:22,5060181190696,1 Kilo,,Caffe Prima Ristretto Coffee Beans,"1 kilo
coffee
Ristretto Coffee
Caffe prima
coffee beans
ground coffee
Caffe Prima Ristretto Coffee Beans
Ristretto Coffee Beans",N,0.00,8.79,0.00,0,0.00,9,%,0.00,N,Y,0,N,0,D-00/00/0000,0.00,,Y,N,,N,Y,N,N,N,,Normal,,,,,,,,,,,,,,Call For Pricing - 0800 865 4457,Y,N,,N,,N,51701,N,N,
P-537179,Caffe Prima Ristretto Coffee Beans 4Kg,D-31/10/2014 12:36:47,,4KG Case,,Caffe Prima Ristretto Coffee Beans,"Caffe Prima Ristretto Coffee Beans (4KG Case)
Ristretto Coffee Beans
ristretto beans
coffee beans case
case coffee 
caffe prima coffee beans 
espresso beans",N,0.00,33.99,0.00,0,0.00,34,%,0.00,N,Y,0,N,0,D-00/00/0000,0.00,,Y,N,,N,N,N,N,N,,Normal,,,,,,,,,,,,,,,N,N,,N,,N,318864,N,N,
P-172782,Caffe Prima Ristretto Coffee Beans 6Kg,D-06/04/2009 08:05:29,5060181190695,6KG,,Caffe Prima Ristretto Coffee Beans,"coffee beans 
espresso beans
fresh coffee beans
Caffe Prima Ristretto Coffee Beans
Ristretto Coffee Beans
caffe prima
roasted beans",N,0.00,44.99,3.00,0,0.00,60,Exact,39.99,N,N,2147481581,N,0,D-00/00/0000,0.00,,Y,N,,N,Y,N,N,N,Buy More & Save...,Normal,,,,,,,,,,,,,,Call For Pricing - 0800 865 4444,Y,N,,N,,N,51701,N,Y,"6=>38.99,15=>37.99,30=>35.00"
P-511189,Caffe Prima Rolled Oats & Fruit Cookies,D-04/03/2011 16:10:11,5060181190697,,,Caffe Prima Rolled Oats & Fruit Cookies,"oat cookies 
fruit cookies
caffe prima cookies
caffe prima rolled oats and fruit cookies
cookies
caffe prima rolled oats & fruit cookies
caffe prima
Rolled Oats & Fruit Cookies",N,0.00,3.49,0.00,0,0.00,3,%,0.00,N,N,499839,N,0,D-00/00/0000,0.00,,Y,N,,N,Y,N,N,N,Buy More & Save...,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,276792,N,Y,"4=>3.45,8=>3.40,12=>3.35,18=>3.29,24=>3.25,48=>3.20,60=>3.15,96=>3.10,120=>2.99"
P-511098,Caffe Prima Roma Coffee Beans 1Kg,D-25/02/2011 13:53:22,5060181190697,1 Kilo,,Caffe Prima Roma Coffee Beans,"1 kilo
coffee
Roma Coffee
Caffe prima
coffee beans
Caffe Prima Roma Coffee Beans
Roma Coffee Beans
ground coffee",N,0.00,8.49,0.00,0,0.00,8,%,0.00,N,Y,0,N,0,D-00/00/0000,0.00,,Y,N,,N,Y,N,N,N,,Normal,,,,,,,,,,,,,,Call For Pricing - 0800 865 4458,Y,Y,BEST SELLER,N,,N,51701,N,N,
P-537174,Caffe Prima Roma Coffee Beans 4Kg,D-31/10/2014 11:46:37,,4KG Case,,Caffe Prima Roma Coffee Beans,"Caffe Prima Roma Coffee Beans (4KG Case)
Roma coffee beans
caffe prima coffee beans
case coffee
4kg coffee
4 kilo coffee beans 
espresso beans case",N,0.00,31.99,0.00,0,0.00,32,%,0.00,N,Y,0,N,0,D-00/00/0000,0.00,,Y,N,,N,N,N,N,N,,Normal,,,,,,,,,,,,,,,N,N,,N,,N,318864,N,N,
P-59079,Caffe Prima Roma Coffee Beans 6Kg,D-06/04/2009 08:05:31,5060181190694,6KG,,Caffe Prima Roma Coffee Beans,"espresso beans 
coffee beans 
fresh coffee beans 
Caffe Prima Roma Coffee Beans
buy coffee beans
coffee roast
Roma Coffee Beans",N,0.00,47.95,0.00,0,0.00,48,Exact,0.00,N,N,2147318722,N,0,D-00/00/0000,0.00,,Y,N,,N,Y,N,N,N,Buy More & Save...,Normal,,,,,,,,,,,,,,Call For Pricing - 0800 865 4444,Y,Y,BEST SELLER,N,,N,51701,N,Y,"3=>46.95,6=>45.00,12=>43.00,24=>40.00,60=>37.50,120=>35.00"
P-511099,Caffe Prima Serrano Coffee Beans 1Kg,D-25/02/2011 13:53:22,5060181190698,1 Kilo,,Caffe Prima Serrano Coffee Beans,"1 kilo
coffee
Caffe Prima Serrano Coffee Beans
Serrano Coffee
Caffe prima
coffee beans
ground coffee",N,0.00,9.09,0.00,0,0.00,9,%,0.00,N,Y,0,N,0,D-00/00/0000,0.00,,Y,N,,N,Y,N,N,N,,Normal,,,,,,,,,,,,,,Call For Pricing - 0800 865 4459,N,N,,N,,N,51701,N,N,
P-537175,Caffe Prima Serrano Coffee Beans 4Kg,D-31/10/2014 11:57:31,,4KG Case,,Caffe Prima Serrano Coffee Beans,"Caffe Prima Serrano Coffee Beans (4KG Case)
Serrano beans 
4 kilo case 
4kg coffee 
case coffee 
serrano coffee beans 
espresso coffee beans",N,0.00,34.99,0.00,0,0.00,35,%,0.00,N,Y,0,N,0,D-00/00/0000,0.00,,Y,N,,N,N,N,N,N,,Normal,,,,,,,,,,,,,,,N,N,,N,,N,318864,N,N,
P-496313,Caffe Prima Serrano Coffee Beans 6Kg,D-13/02/2011 17:50:38,5060181190704,6KG,,Caffe Prima Serrano Coffee Beans,"coffee beans
brazilian coffee
nicaraguan coffee
coffee
espresso beans
Caffe Prima Serrano Coffee
Serrano Coffee",N,0.00,43.00,0.00,0,0.00,43,%,0.00,N,Y,0,N,0,D-00/00/0000,0.00,,Y,N,,N,Y,N,N,N,Buy More & Save...,Normal,,,,,,,,,,,,,,,Y,N,,N,,N,51701,N,Y,"3=>42.00,6=>41.00,12=>39.99,24=>37.50,60=>34.99"
P-496320,Caffe Prima Serrano Filter Coffee Sachets,D-13/02/2011 19:32:03,5060181190274,,,Caffe Prima Serrano Filter Coffee Sachets,"filter coffee
filter coffee sachets
caffe prima
coffee
filter sachets
Caffe Prima Serrano Filter Coffee Sachets",N,0.00,24.99,0.00,0,0.00,25,%,0.00,N,N,499520,N,0,D-00/00/0000,0.00,,Y,N,,N,Y,N,N,N,Buy More & Save...,Normal,,,,,,,,,,,,,,,Y,N,,N,"New For 2011 - Caffe Prima Serrano -  Blended to produce a medium strength, aromatic coffee that keeps on delivering its amazing flavour to the bottom of the cup. First sip to the last.",N,29273,N,Y,"3=>24.49,6=>23.99,12=>22.99,24=>20.00"
P-534972,Caffe Prima St James Coffee Beans 1Kg,D-23/02/2014 18:19:46,,1 Kilo,,Caffe Prima St James Coffee Beans,"fresh coffee
filter coffee
ground coffee
roasted coffee
perculator coffee
Caffe Prima St James Coffee Beans
Beans",N,0.00,9.49,0.00,0,0.00,9,%,0.00,N,Y,0,N,0,D-00/00/0000,0.00,,Y,N,,N,N,N,N,N,,Normal,,,,,,,,,,,,,,,N,N,,N,,N,51701,N,N,
